tol,OriSize,total_latency,load_time,transfer_time,comp_time,decomp_time
0.01,3100,16.779107452281508,1.55,1.8429707952854004,8.580296226677941,4.805840430318167
0.01,3200,17.344053853387926,1.6,1.9024214661010586,8.89353305527576,4.948099332011109
0.01,3300,17.91085887958935,1.65,1.9618721369167167,9.209358916853244,5.0896278258193925
0.01,3400,18.479560374105578,1.7,2.021322807732375,9.527806043772799,5.230431522600406
0.01,3500,19.05019666010301,1.75,2.080773478548033,9.848907205665409,5.3705159758895675
0.01,3600,19.62280655266605,1.8,2.1402241493636907,10.172695720671877,5.509886682630482
0.01,3700,20.197429371040798,1.85,2.199674820179349,10.499205466967492,5.6485490838939585
0.01,3800,20.774104951159607,1.9,2.259125490995007,10.828470894578494,5.786508565586107
0.01,3900,21.35287365845534,1.95,2.3185761618106655,11.160527037498996,5.923770459145678
0.02,100,0.6639752554224919,0.05,0.04675275512757929,0.33035805458048656,0.23686444571442614
0.02,200,1.1874424967450694,0.1,0.09350551025515857,0.5960306461403292,0.3979063403495817
0.02,300,1.6916672888178619,0.15,0.14025826538273783,0.8524972754851253,0.5489117479499988
0.02,400,2.2114671893201923,0.2,0.18701102051031715,1.1198219396234097,0.7046342291864652
0.02,500,2.712282286521124,0.25,0.2337637756378964,1.3793407541213776,0.8491777567618496
0.02,600,3.232074265512037,0.3,0.28051653076547567,1.6455884239504883,1.0059693107960732
0.02,700,3.750622731776783,0.35,0.327269285893055,1.9110137764649502,1.1623396694187782
0.02,800,4.263758132816594,0.4,0.3740220410206343,2.1740061887638964,1.3157299030320635
0.02,900,4.771598156441739,0.45,0.4207747961482135,2.4345989594388637,1.4662244008546614
0.02,1000,5.274256729120637,0.5,0.4675275512757928,2.6928247821833184,1.613904395661526
0.02,1100,5.7900851359644445,0.55,0.5142803064033722,2.955866921287251,1.7699379082738207
0.02,1200,6.3101587765439575,0.6,0.5610330615309513,3.2202641176813245,1.9288615973316814
0.02,1300,6.829199699375741,0.65,0.6077858166585306,3.483954162214383,2.087459720502827
0.02,1400,7.347211737065763,0.7,0.65453857178611,3.7469398881005676,2.245733277179086
0.02,1500,7.86419870301882,0.75,0.7012913269136892,4.009224113439119,2.4036832626660116
0.02,1600,8.380164391560063,0.8,0.7480440820412686,4.270809641315044,2.561310668203751
0.02,1700,8.89511257805559,0.85,0.7947968371688477,4.531699259898965,2.7186164809877775
0.02,1800,9.409047019032121,0.9,0.841549592296427,4.791895742546193,2.8756016841895007
0.02,1900,9.921971452295743,0.95,0.8883023474240064,5.051401847894988,3.032267256976748
0.02,2000,10.43388959704978,1.0,0.9350551025515856,5.310220319964067,3.1886141745341265
0.02,2100,10.9572065498231,1.05,0.981807857679165,5.583596606095138,3.3418020860487982
0.02,2200,11.492852627480584,1.1,1.0285606128067444,5.8726051947111735,3.491686819962667
0.02,2300,12.030002840209715,1.15,1.0753133679343234,6.163907756576045,3.6407817156993474
0.02,2400,12.568690835903688,1.2,1.1220661230619027,6.457531712748504,3.789093000093282
0.02,2500,13.108950635959356,1.25,1.1688188781894822,6.753504923073264,3.9366268346966096
0.02,2600,13.650816644942482,1.3,1.2155716333170612,7.051855694992967,4.083389316632454
0.02,2700,14.194323660452852,1.35,1.2623243884446407,7.352612792573341,4.22938647943487
0.02,2800,14.739506883195526,1.4,1.30907714357222,7.65580544574763,4.3746242938756765
0.02,2900,15.286401927264741,1.45,1.3558298986997992,7.961463359786524,4.519108668778419
0.02,3000,15.835044830647128,1.5,1.4025826538273785,8.269616725000033,4.662845451819716
0.02,3100,16.385472065951067,1.55,1.4493354089549577,8.580296226677941,4.805840430318167
0.02,3200,16.93772055136941,1.6,1.4960881640825372,8.89353305527576,4.948099332011109
0.02,3300,17.491827661882752,1.65,1.5428409192101162,9.209358916853244,5.0896278258193925
0.02,3400,18.0478312407109,1.7,1.5895936743376955,9.527806043772799,5.230431522600406
